,easting,northing,elevation_od,chainage,fc,profile,reg_id,survey_unit,date,year,month
167,307585.516,81867.678,-0.779,295.996,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
314,307538.838,81873.817,-1.982,296.057,G,6a01616,6a01616,6aSU12,2017-05-10,2017,5
596,307585.506,81867.599,-0.63,296.075,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1382,307673.806,81857.188,0.028,296.273,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1262,307538.774,81873.526,-1.767,296.354,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1704,307585.333,81867.136,-1.127,296.56,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
426,307585.385,81867.125,-0.976,296.562,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1619,307673.726,81856.747,-0.249,296.721,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
541,307585.358,81866.96,-0.503,296.73,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
715,307585.358,81866.96,-0.503,296.73,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
483,307585.319,81866.85,-0.47,296.844,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
657,307585.307,81866.71,-1.158,296.984,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1162,307538.738,81872.883,-2.023,296.996,G,6a01616,6a01616,6aSU12,2022-04-20,2022,4
1526,307585.252,81866.219,-1.087,297.478,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
427,307585.297,81866.188,-1.1,297.502,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
86,307673.558,81855.974,-0.147,297.512,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
736,307585.229,81865.972,-0.73,297.726,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1263,307538.622,81871.964,-1.915,297.922,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1096,307632.171,81860.596,-0.32,297.95,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
981,307585.18,81865.732,-0.416,297.97,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
798,307585.134,81865.71,-1.516,297.999,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
247,307632.12,81860.27,0.373,298.279,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
885,307673.409,81855.058,0.243,298.44,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1185,307632.073,81860.084,-0.011,298.471,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1456,307585.115,81865.071,-0.516,298.633,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
340,307585.023,81865.063,-1.243,298.656,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1685,307585.037,81865.051,-1.481,298.665,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
428,307585.027,81864.943,-1.318,298.773,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1312,307584.991,81864.739,-0.739,298.981,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1788,307631.896,81859.414,0.049,299.161,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1705,307584.987,81864.539,-1.363,299.179,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
597,307585.02,81864.527,-0.853,299.185,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
168,307585.044,81864.518,-0.942,299.191,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
861,307585.006,81864.494,-0.28,299.22,G,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1264,307538.381,81870.503,-1.969,299.402,G,6a01616,6a01616,6aSU12,2021-06-24,2021,6
1383,307673.126,81853.82,-0.012,299.708,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
484,307584.914,81863.833,-0.455,299.887,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
737,307584.882,81863.812,-0.817,299.913,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1457,307584.907,81863.701,-0.583,300.019,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1620,307673.103,81853.265,-0.203,300.258,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
542,307584.803,81863.422,-0.754,300.311,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
716,307584.803,81863.422,-0.754,300.311,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
658,307584.779,81863.256,-1.416,300.478,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
799,307584.784,81863.21,-1.64,300.523,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
982,307584.753,81863.115,-0.571,300.622,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
87,307672.996,81852.878,-0.148,300.658,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1527,307584.756,81862.958,-1.116,300.776,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
341,307584.702,81862.837,-1.178,300.904,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1097,307631.643,81857.382,-0.394,301.206,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
429,307584.575,81862.312,-1.478,301.443,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1186,307631.62,81857.039,-0.035,301.548,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1706,307584.594,81862.056,-1.689,301.693,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
886,307672.794,81851.822,0.158,301.733,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
248,307631.522,81856.863,0.279,301.738,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1686,307584.519,81861.662,-1.611,302.094,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1313,307584.538,81861.65,-0.775,302.102,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1458,307584.568,81861.357,-0.666,302.387,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
169,307584.477,81861.223,-1.099,302.534,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1789,307631.392,81855.951,0.03,302.659,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
862,307584.442,81860.998,-0.488,302.761,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
342,307584.392,81860.962,-1.114,302.805,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1715,307672.651,81850.697,-0.206,302.866,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
598,307584.387,81860.848,-1.039,302.918,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1384,307672.512,81850.631,-0.017,302.955,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
800,307584.336,81860.809,-1.764,302.965,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
88,307672.528,81850.279,-0.177,303.299,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
983,307584.365,81860.436,-0.653,303.329,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
485,307584.288,81860.404,-0.548,303.372,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
738,307584.375,81860.337,-0.931,303.425,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
543,307584.277,81860.076,-0.945,303.698,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
717,307584.277,81860.076,-0.945,303.698,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
430,307584.257,81860.064,-1.529,303.713,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1707,307584.206,81860.001,-1.647,303.783,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
659,307584.226,81859.979,-1.519,303.802,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1187,307631.017,81853.962,-0.093,304.683,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
343,307584.113,81859.062,-0.806,304.725,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1098,307631.023,81853.873,-0.509,304.77,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1528,307584.144,81858.986,-1.203,304.795,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
249,307630.971,81853.654,0.291,304.994,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1314,307584.128,81858.652,-0.609,305.128,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
887,307672.213,81848.363,0.103,305.241,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
89,307672.122,81848.058,-0.193,305.557,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1459,307583.981,81858.166,-0.844,305.631,GS,6a01615,6a01615,6aSU12,2022-04-20,2022,4
801,307583.968,81858.097,-1.786,305.701,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1716,307672.114,81847.666,0.121,305.944,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
170,307583.932,81857.808,-1.25,305.992,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
984,307583.902,81857.717,-0.797,306.086,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
599,307583.869,81857.661,-1.131,306.147,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1687,307583.9,81857.607,-1.561,306.195,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
863,307583.833,81857.484,-0.703,306.327,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1790,307630.672,81852.322,-0.146,306.358,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
431,307583.903,81857.41,-1.613,306.39,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1385,307672.004,81847.102,-0.076,306.519,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
486,307583.877,81857.162,-0.675,306.639,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1708,307583.822,81857.029,-1.577,306.779,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
739,307583.858,81856.998,-0.984,306.803,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
718,307583.743,81856.979,-1.024,306.84,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
544,307583.743,81856.979,-1.024,306.84,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
660,307583.73,81856.415,-1.575,307.399,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1315,307583.695,81856.232,-0.66,307.586,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1188,307630.429,81850.863,-0.14,307.837,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1099,307630.428,81850.752,-0.604,307.947,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
802,307583.661,81855.785,-1.863,308.032,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
1529,307583.486,81855.654,-1.265,308.189,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
888,307671.637,81845.45,-0.019,308.209,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
250,307630.411,81850.466,0.205,308.231,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
344,307583.483,81855.526,-0.711,308.316,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
90,307671.635,81845.077,-0.183,308.577,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1717,307671.624,81844.815,0.192,308.837,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
985,307583.495,81854.954,-0.934,308.879,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1460,307583.512,81854.884,-0.921,308.946,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
600,307583.431,81854.591,-1.195,309.248,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
171,307583.412,81854.576,-1.315,309.265,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
432,307583.384,81854.468,-1.653,309.377,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1709,307583.309,81854.238,-1.703,309.615,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
864,307583.32,81854.138,-0.934,309.712,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1386,307671.368,81843.953,-0.096,309.73,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
719,307583.343,81854.01,-1.218,309.835,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
545,307583.343,81854.01,-1.218,309.835,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1316,307583.324,81853.984,-0.512,309.864,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1791,307630.07,81848.751,-0.237,309.979,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
345,307583.255,81853.801,-0.739,310.056,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
487,307583.287,81853.723,-0.758,310.128,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1688,307583.252,81853.673,-1.608,310.182,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
803,307583.215,81853.266,-1.957,310.59,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
661,307583.16,81853.204,-1.622,310.66,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
740,307583.232,81852.985,-1.116,310.865,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1189,307629.875,81847.743,-0.227,311.006,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
889,307671.123,81842.375,-0.078,311.327,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
804,307583.055,81852.479,-1.976,311.393,G,6a01615,6a01615,6aSU12,2020-10-18,2020,10
251,307629.797,81847.328,0.116,311.428,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1100,307629.756,81847.325,-0.738,311.438,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
986,307583.037,81852.272,-1.058,311.6,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
91,307671.032,81841.805,-0.235,311.904,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
433,307583.107,81851.934,-1.716,311.923,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1317,307583.014,81851.849,-0.224,312.021,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
346,307582.922,81851.543,-0.84,312.338,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
601,307582.926,81851.502,-1.375,312.378,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1530,307582.934,81851.41,-1.325,312.467,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1461,307582.894,81851.408,-1.045,312.476,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1718,307670.974,81841.205,0.174,312.505,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
172,307582.877,81851.381,-1.316,312.505,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1710,307582.855,81851.272,-1.707,312.616,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
546,307582.823,81850.944,-1.383,312.945,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
720,307582.823,81850.944,-1.383,312.945,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
865,307582.781,81850.813,-1.146,313.081,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
488,307582.753,81850.72,-0.888,313.177,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1387,307670.738,81840.186,-0.153,313.549,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1689,307582.709,81850.214,-1.686,313.684,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1792,307629.446,81845.054,-0.393,313.729,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1793,307629.365,81844.906,-0.668,313.888,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
890,307670.667,81839.563,-0.158,314.175,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1190,307629.325,81844.592,-0.292,314.205,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
662,307582.645,81849.625,-1.735,314.275,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
805,307582.676,81849.601,-1.121,314.294,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
434,307582.58,81849.595,-1.812,314.315,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
987,307582.607,81849.539,-1.216,314.366,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1101,307629.306,81844.355,-0.864,314.441,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
252,307629.249,81844.228,0.057,314.576,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1318,307582.458,81848.897,-0.23,315.024,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1794,307629.154,81843.671,-0.969,315.141,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
1711,307582.404,81848.613,-1.784,315.313,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
92,307670.46,81838.403,-0.304,315.354,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
347,307582.392,81848.26,-1.049,315.663,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
489,307582.413,81848.212,-1.125,315.707,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
173,307582.397,81848.132,-1.4,315.789,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
602,307582.37,81848.102,-1.431,315.823,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1462,307582.39,81848.03,-1.177,315.891,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
988,307582.375,81848.027,-1.587,315.896,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1719,307670.375,81837.807,0.134,315.955,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
806,307582.375,81847.927,-1.189,315.995,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
721,307582.288,81847.647,-1.578,316.285,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
547,307582.288,81847.647,-1.578,316.285,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
435,307582.242,81847.31,-1.893,316.625,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
1388,307670.227,81837.058,-0.212,316.719,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
866,307582.298,81847.166,-1.283,316.758,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1531,307582.286,81847.133,-1.385,316.793,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1690,307582.16,81846.954,-1.726,316.99,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
891,307670.157,81836.75,-0.179,317.034,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1191,307628.744,81841.505,-0.37,317.346,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1102,307628.734,81841.103,-0.923,317.743,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1712,307582.03,81846.201,-1.866,317.754,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1795,307628.721,81841.085,-1.012,317.763,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
253,307628.745,81841.023,-0.056,317.82,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
663,307582.06,81845.901,-1.818,318.045,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
1319,307581.997,81845.727,-0.358,318.227,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
989,307581.946,81845.322,-1.518,318.635,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
93,307669.894,81835.139,-0.34,318.666,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
490,307581.95,81845.18,-1.167,318.774,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
436,307581.928,81845.047,-1.93,318.909,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
174,307581.886,81845.026,-1.51,318.937,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
603,307581.873,81845.024,-1.426,318.941,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
348,307581.897,81844.858,-1.18,319.101,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
807,307581.856,81844.756,-1.299,319.208,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1463,307581.881,81844.696,-1.235,319.263,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
722,307581.841,81844.432,-1.841,319.53,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
548,307581.841,81844.432,-1.841,319.53,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1720,307669.65,81834.273,-0.035,319.561,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
892,307669.66,81833.858,-0.261,319.969,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1713,307581.652,81843.967,-1.89,320.019,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1389,307669.643,81833.739,-0.277,320.089,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1691,307581.712,81843.84,-1.672,320.135,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
604,307581.66,81843.807,-1.541,320.176,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
867,307581.689,81843.588,-1.445,320.388,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1192,307628.264,81838.416,-0.407,320.471,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
1532,307581.634,81843.409,-1.416,320.573,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1621,307628.203,81838.295,-0.842,320.601,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
437,307581.58,81843.063,-1.973,320.923,G,6a01615,6a01615,6aSU12,2018-02-01,2018,2
254,307628.176,81837.855,-0.152,321.039,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
1714,307581.583,81842.913,-1.947,321.071,G,6a01615,6a01615,6aSU12,2023-02-24,2023,2
1103,307628.127,81837.738,-0.936,321.162,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
664,307581.529,81842.72,-1.852,321.27,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
491,307581.571,81842.675,-1.431,321.308,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1320,307581.575,81842.597,-0.517,321.384,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
1692,307581.437,81842.484,-1.467,321.518,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
990,307581.466,81842.396,-1.542,321.6,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
175,307581.427,81842.137,-1.568,321.862,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
94,307669.28,81831.945,-0.476,321.918,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
723,307581.369,81841.899,-1.936,322.106,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
549,307581.369,81841.899,-1.936,322.106,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
349,307581.416,81841.677,-1.332,322.318,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1464,307581.294,81841.418,-1.306,322.593,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1721,307669.121,81830.908,-0.117,322.967,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
893,307669.126,81830.899,-0.305,322.975,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
808,307581.229,81840.857,-1.446,323.157,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1390,307669.056,81830.439,-0.362,323.44,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
605,307581.117,81840.398,-1.635,323.628,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1193,307627.702,81835.273,-0.472,323.664,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
868,307581.104,81840.178,-1.558,323.847,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1622,307627.684,81835.072,-0.86,323.865,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
492,307581.107,81839.823,-1.555,324.197,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1533,307581.093,81839.805,-1.438,324.217,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
1104,307627.584,81834.71,-0.84,324.239,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
991,307581.043,81839.735,-1.653,324.294,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
176,307581.012,81839.718,-1.67,324.316,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1321,307581.007,81839.713,-0.628,324.322,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
255,307627.542,81834.611,-0.225,324.344,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
665,307580.992,81839.608,-2.004,324.428,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
550,307581.052,81839.552,-1.992,324.474,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
724,307581.052,81839.552,-1.992,324.474,G,6a01615,6a01615,6aSU12,2020-02-11,2020,2
1722,307668.807,81828.991,-0.128,324.91,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
1465,307580.946,81838.861,-1.311,325.173,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1693,307580.878,81838.755,-1.447,325.288,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
95,307668.708,81828.45,-0.773,325.46,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
1105,307627.405,81833.447,-0.478,325.514,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
350,307580.81,81838.376,-1.454,325.673,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
894,307668.607,81827.931,-0.354,325.988,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
666,307580.778,81837.841,-2.074,326.206,G,6a01615,6a01615,6aSU12,2019-10-01,2019,10
606,307580.724,81837.606,-1.784,326.447,G,6a01615,6a01615,6aSU12,2019-02-19,2019,2
1106,307627.199,81832.453,-0.379,326.528,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
493,307580.671,81837.333,-1.714,326.725,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
1391,307668.418,81827.216,-0.374,326.725,G,6a01613,6a01613,6aSU12,2022-04-20,2022,4
1194,307627.176,81832.253,-0.55,326.729,G,6a01614,6a01614,6aSU12,2021-06-24,2021,6
809,307580.624,81837.233,-1.546,326.831,G,6a01615,6a01615,6aSU12,2016-09-16,2016,9
1723,307668.406,81827.088,-0.183,326.853,G,6a01613,6a01613,6aSU12,2023-05-07,2023,5
177,307580.592,81837.101,-1.766,326.966,G,6a01615,6a01615,6aSU12,2017-05-10,2017,5
1623,307627.12,81832.007,-0.641,326.981,G,6a01614,6a01614,6aSU12,2023-05-07,2023,5
992,307580.635,81837.017,-1.602,327.043,G,6a01615,6a01615,6aSU12,2021-06-24,2021,6
1322,307580.607,81836.638,-0.694,327.421,G,6a01615,6a01615,6aSU12,2021-10-06,2021,10
256,307627.034,81831.466,-0.322,327.529,G,6a01614,6a01614,6aSU12,2017-05-10,2017,5
869,307580.459,81836.418,-1.728,327.662,B,6a01615,6a01615,6aSU12,2021-03-01,2021,3
1107,307627.019,81831.312,-0.388,327.683,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
1466,307580.474,81836.091,-1.423,327.982,G,6a01615,6a01615,6aSU12,2022-04-20,2022,4
1534,307580.407,81835.693,-1.478,328.386,G,6a01615,6a01615,6aSU12,2022-11-23,2022,11
494,307580.387,81835.691,-1.92,328.391,G,6a01615,6a01615,6aSU12,2018-10-25,2018,10
96,307668.124,81825.117,-0.834,328.843,G,6a01613,6a01613,6aSU12,2017-05-10,2017,5
351,307580.374,81835.123,-1.634,328.954,GS,6a01615,6a01615,6aSU12,2017-10-20,2017,10
1108,307626.756,81830.067,-0.442,328.955,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
895,307668.099,81824.964,-0.351,328.998,G,6a01613,6a01613,6aSU12,2021-06-24,2021,6
1694,307580.316,81834.773,-1.54,329.309,G,6a01615,6a01615,6aSU12,2023-05-07,2023,5
1109,307626.725,81829.653,-0.422,329.368,G,6a01614,6a01614,6aSU12,2022-04-20,2022,4
